217
3 1.3813077581 1.3782915644 1.3910522792
75 6.802930029 1.3801826059 1.3855922186
147 12.2247867189 1.3811918621 1.3913910527
148 13.5858826426 2.734117354 0.0349447526
2 16.2949860685 0.0250139289 0.0346728206
4 2.7344270765 2.738229306 0.0347794561
5 4.0971493627 4.1032442527 1.3819745608
76 8.1622209116 2.741912905 0.0353570327
77 9.5100913739 4.1101915515 1.3954993117
170 10.8740070468 5.4459929501 0.0265330293
149 14.9388081359 4.0952132776 1.3913910506
27 1.3885760336 6.811391155 1.3820199445
26 0.0240988637 5.4481173165 0.0349130837
99 6.8289546377 6.7990004396 1.3113966431
171 12.2098084456 6.8099086227 1.3954993117
172 13.5780870922 8.1577790856 0.0353570331
7 4.0978894351 1.3803234445 4.0913518836
79 9.5081156189 1.3795752261 4.0914896112
151 14.9403929144 1.3796070847 4.0915655549
8 0.0331441537 2.7469971291 2.7454341859
9 1.4085636458 4.1226249132 4.0794381605
12 2.7419297358 2.7455743787 5.4399603928
80 5.4514934071 2.7449998419 2.7384676978
84 8.1547207436 2.7444915545 5.4442852861
81 6.8031738884 4.1120794554 4.0915012129
152 10.8646252136 2.7447852021 2.7433250835
156 13.5733492942 2.7466507059 5.438067281
153 12.1980419393 4.1219580595 4.1037210366
34 0.0312231028 5.4556983642 5.4398950106
30 2.7915109687 5.5059728767 2.7481447728
31 4.2036008517 6.9181711265 4.0349173744
102 8.1496929846 5.4857412449 2.7435325297
106 5.4567358481 5.4861733836 5.4392691561
103 9.4024644486 6.9175355468 4.1481827159
178 10.814783594 5.505216406 5.4347266114
174 13.5752147967 5.4553747833 2.7433250819
175 14.9404247722 6.8118843787 4.09148961
11 1.3816561605 1.3817179608 6.7916629896
83 6.8032644323 1.3798569914 6.7972252668
155 12.2249134663 1.3774288394 6.7917959767
16 16.2955472779 2.7343752937 8.148524316
158 13.5856247077 0.0244527241 8.1485243177
38 2.7327364903 5.446558609 8.156654232
88 5.4446884284 2.7421341105 8.1476073446
13 4.0967544854 4.1107606856 6.7877441803
160 10.8722071643 2.7374556704 8.1481516707
85 9.5093690373 4.1023440517 6.8008707615
157 14.9425711613 4.0950865343 6.7917959758
35 1.396482713 6.8102808526 6.787745026
40 0.0277271473 8.1579182027 8.147621113
107 6.7772876247 6.7989224994 6.8718271906
179 12.2176559489 6.8106309633 6.8008707611
182 13.5825443319 5.4477928381 8.1481516701
20 2.7299792532 2.7318485211 10.8671343706
15 4.0882711685 1.3837925973 9.5038297853
90 5.4436559447 0.0344544588 10.868270722
87 9.5187635495 1.3755922864 9.5039996297
92 8.1634008933 2.7251158651 10.8683537953
162 10.8770431755 0.0272324239 10.8671085342
159 14.9406770891 1.3793229135 9.5076711465
164 13.5863655383 2.7336344632 10.8679042637
18 16.2948874583 0.0251125434 10.8680236774
17 1.3747286896 4.0880285488 9.5088386575
89 6.8008984265 4.0808322771 9.5222566738
110 8.1633117056 5.4395087557 8.1820874887
161 12.2317369714 4.0882630312 9.5076021544
42 16.2927675764 5.4429568263 10.8671085318
39 4.0699907276 6.7838948775 9.5483077292
112 5.4298354144 8.1442769091 8.2309317192
111 9.5207871707 6.799212829 9.5307582105
184 10.8804912443 8.1566882941 8.1820874891
183 14.9444077138 6.8012364543 9.5039996295
188 13.5948841339 8.1565991093 10.8683537959
19 1.3744703971 1.3798463866 12.2286093267
91 6.8035099729 1.3798165398 12.2288159535
163 12.2322095064 1.3792868297 12.2287851398
46 2.7262419095 5.4398732437 13.5842958115
114 5.4432729736 5.4306042479 10.883921481
21 4.0839186819 4.0784594052 12.2347482809
93 9.5234437327 4.0778618914 12.2230413974
118 8.1638809254 5.4304157123 13.5734274147
186 10.8808437783 5.4391562223 10.8732634811
165 14.9407131712 4.0877904955 12.2287851383
44 2.7164161316 8.1567336622 10.884018826
43 1.364452339 6.797108031 12.2348002032
120 5.4396154931 8.153974308 13.567710846
115 6.8033571396 6.7913750573 12.2288338408
116 8.1664558409 8.153544158 10.8892843526
187 12.2421381078 6.7965562685 12.2230413976
192 10.8895842848 8.1561190733 13.5734274156
22 2.7294065783 0.0280492785 13.590507356
23 4.0879158562 1.3764522368 14.9534432352
96 5.4439460152 2.7255471611 13.5892764157
95 9.5185226074 1.3833342579 14.9537965289
94 8.162978349 0.0341294309 13.5893057379
168 10.8772492748 2.7312635543 13.5907579898
167 14.9404235741 1.379576425 14.9497018235
24 16.2951205424 2.7340228618 13.5897714069
166 13.5859771362 0.0248794563 13.5897714101
25 1.3751459229 4.0890128029 14.949820656
98 5.4434532812 5.4399958551 16.2752283686
97 6.806342327 4.0811310187 14.9354673145
169 12.2323445419 4.0876554567 14.9490583729
190 13.5887364439 5.4427507243 13.5907579888
28 2.7253418988 8.1575590947 16.2751393296
47 4.0858004 6.8000854829 14.926921188
100 8.1759936246 8.1440063701 16.2264093159
119 9.5365511461 6.783448851 14.9096244327
191 14.9366657398 6.8014773913 14.9537965277
48 16.2858705665 8.1570216505 13.5893057366
29 4.0840161073 9.5436848332 1.3110486652
126 8.036585569 10.751669366 2.5835969663
104 5.5683306316 8.2834144276 2.583596967
101 9.5209995556 9.4910453566 1.3113966437
173 14.9398173911 9.5170699681 1.3855922195
50 0.0272640616 10.8760147144 0.0352674254
51 1.3955905862 12.2243137297 1.395061218
123 6.7763151604 12.2359838883 1.3110486647
195 12.2167557429 12.2228506339 1.3819745647
52 2.7317739317 13.5882260648 0.0262835947
74 5.4439852824 16.2927359357 0.0352674245
53 4.0956862664 14.9244094111 1.3950612167
146 10.8718826792 16.2959011334 0.0349130876
125 9.5086088399 14.9314239629 1.3820199474
196 13.5817706906 13.5855729205 0.0347794603
197 14.9417084333 14.9386922399 1.3910522813
33 1.3973137348 9.5173558765 4.0913140824
32 0.0301174435 8.1656824089 2.7384104276
58 0.0298388221 10.8686556137 5.4442807162
54 2.770913086 10.864197568 2.7434696705
36 2.7712859985 8.1708542772 5.4392066872
105 6.8023490037 9.517650994 3.3585470905
218 6.8025032298 9.5174967685 4.8242172602
176 10.8342587513 8.1703070107 2.7435325306
202 10.8338266136 10.8632641494 5.4392691577
198 13.5750001557 10.86850659 2.7384677004
177 12.2079205409 9.5168261082 4.0915012137
180 13.5755084461 8.1652792563 5.4442852857
56 0.030432014 13.5786610575 2.7432127878
55 4.2029469718 12.1170530241 4.1479494573
60 2.7908785098 13.5291214901 5.4348083685
128 5.4558024265 13.5490869106 2.7434696698
132 8.1491457192 13.5487140001 5.4392066877
127 9.401828869 12.1163991447 4.0349173761
200 10.8140271194 13.5284890291 2.7481447765
204 13.5744256207 13.5780702644 5.439960395
199 14.9396765538 12.2221105636 4.0913518855
57 1.4078537875 14.9121462115 4.1034139017
10 0.032816614 16.2871833863 5.4381141296
6 2.7413389404 16.2895679846 2.7432127865
129 6.8026441193 14.922686262 4.0913140814
78 8.1543175871 16.2898825549 2.7384104291
82 5.4513443865 16.2901611783 5.4442807149
154 10.8643016348 16.2887768973 5.4398950125
201 12.1973750845 14.9114363529 4.0794381628
150 13.5730028685 16.2868558449 2.7454341878
37 4.0842654306 9.4913782422 6.8716429656
130 5.5681969683 10.7518030291 5.5988975126
108 8.0369405271 8.2830594697 5.5986937392
109 9.5210774976 9.5427123721 6.8718271911
181 14.9401430075 9.5167355697 6.7972252675
59 1.3881116067 12.2231407592 6.8006811808
131 6.8286217546 12.2357345677 6.8716429656
203 12.2092393125 12.223245514 6.7877441808
206 13.5778658892 10.8753115744 8.1476073464
64 0.0234616919 13.5856457985 8.1482670627
14 2.7343542041 16.2965383096 8.1482670611
61 4.0968592419 14.9318883938 6.8006811796
86 8.1620818 16.2922728531 8.1476211135
133 9.5097191463 14.9235172853 6.7877450259
208 10.8734413907 13.58726351 8.1566542333
205 14.9382820397 14.9383438408 6.7916629909
41 1.3666430435 9.5140602044 9.5221007799
113 6.8027182174 9.517281781 9.5565911482
185 12.2391677215 9.5191015755 9.5222566743
62 2.7250609888 10.8770871858 8.1820934636
63 4.0851853832 12.2348146177 9.5303132378
134 8.1757230886 10.8901645841 8.2309317188
135 9.5361051209 12.2500092717 9.5483077287
66 16.2855455406 10.8763440582 10.8682707227
207 14.9362074024 12.2317288356 9.5038297872
