217
65 1.3746738517 14.9453261511 9.5073527887
136 5.4429128147 13.5949390126 8.1820934639
137 6.8059397985 14.9533569563 9.5221007799
209 12.2319714521 14.9452713117 9.5088386587
212 13.5881514785 13.5900207494 10.8671343744
45 4.0768855729 9.5174071296 12.2287430589
117 9.5286249403 9.5166428598 12.2288338418
189 14.9401834587 9.51649003 12.2288159542
67 1.3637411936 12.2369190342 12.2224994905
70 2.7158941433 10.8777109649 13.5733948385
138 5.4391254729 10.880874527 10.8894552174
139 6.8025928699 12.2431144261 12.22874306
142 8.1660256882 10.8803845037 13.5677108482
210 10.8893957498 10.876727027 10.8839214824
211 12.2415405926 12.236081319 12.2347482831
68 2.7254104013 13.5945895997 10.8731157821
69 4.0830809677 14.9562588062 12.2224994898
144 5.4422890329 13.6041058542 13.5733948393
140 8.1632663385 13.6035838677 10.8840188276
141 9.5228919702 14.9555476598 12.2348002052
216 10.8801267535 13.5937580881 13.5842958163
213 14.9401536145 14.9455296055 12.2286093289
49 1.3663983545 9.520090671 14.9352901579
121 6.8027053099 9.5172946852 14.9010860524
193 12.2388689782 9.5136576712 14.9354673161
122 5.4293250076 10.8906749866 16.2261926506
71 4.0690359588 12.2509640379 14.9090978637
143 9.5199145129 12.2341995964 14.9269211914
194 10.8800041408 10.8765467146 16.2752283718
214 13.5944528359 10.8760539849 13.5892764181
215 14.943547761 12.2320841431 14.9534432377
73 1.3737667457 14.9462332537 14.9484168497
145 6.7999093265 14.9536016431 14.9352901583
124 8.1624409 13.594658098 16.2751393317
217 12.2309871945 14.9448540752 14.9498206603
72 16.2919507201 13.5905934214 13.5905073578
